record_id,resource_id,resource_type,sample_id,experiment_id,analysis_type,parameter,value,unit,technical_replicate_no,technical_replicate_total,method_id,method,analyst_id,analyst_name,analyst_email,lab,existing_QC_status,note,created_at,protocol_version
(15)c9c6,19,walnut shells,160,12,proximate,ash,1.24,% total weight,3,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:03:59.432240,
(15)cfe9,14,olive stems / leaves,179,21,proximate,ash,2.85,% total weight,1,,39,as is,,,,excellent,pass,,2026-07-17 19:03:59.432240,
(15)d7bb,25,almond hulls,71,14,proximate,ash,6.89,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:03:59.432240,
(15)dcc2,19,walnut shells,160,12,proximate,volatile solids,89.06,% total weight,2,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:03:59.432240,
(15)dec9,14,olive stems / leaves,179,21,proximate,volatile solids,51.32,% total weight,3,,39,as is,,,,excellent,pass,,2026-07-17 19:03:59.432240,
(15)e432,14,olive stems / leaves,179,21,proximate,total solids,53.83,% total weight,3,,39,as is,,,,excellent,pass,,2026-07-17 19:03:59.432240,
(15)e5c4,19,walnut shells,160,12,proximate,volatile solids,89.06,% total weight,1,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:03:59.432240,
(15)ea15,19,walnut shells,160,12,proximate,total solids,90.12,% total weight,2,,38,knife mill (2mm),,,,cutaway,pass,,2026-07-17 19:03:59.432240,
(15)efa4,25,almond hulls,71,14,proximate,moisture,15.49,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:03:59.432240,
(15)f3b8,14,olive stems / leaves,179,21,proximate,ash,2.15,% total weight,2,,39,as is,,,,excellent,pass,,2026-07-17 19:03:59.432240,
(15)f648,25,almond hulls,71,14,proximate,total solids,84.7,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,humorous,pass,,2026-07-17 19:03:59.432240,
(1a)14db,33,sweet potato culls,56,5,proximate,moisture,3.43,% total weight,1,,33,oven dry + knife mill (2mm),,,,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1a)33d7,33,sweet potato culls,56,5,proximate,volatile solids,4.73,% total weight,1,,33,oven dry + knife mill (2mm),18.0,,fail,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1a)3730,33,sweet potato culls,56,5,proximate,ash,4.9,% total weight,2,,33,oven dry + knife mill (2mm),,,,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1a)3794,33,sweet potato culls,56,5,proximate,total solids,90.32,% total weight,2,,33,oven dry + knife mill (2mm),18.0,,fail,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1a)3fa8,33,sweet potato culls,56,5,proximate,volatile solids,4.78,% total weight,2,,33,oven dry + knife mill (2mm),18.0,,fail,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1a)5921,33,sweet potato culls,56,5,proximate,volatile solids,4.83,% total weight,3,,33,oven dry + knife mill (2mm),18.0,,fail,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1a)c42b,33,sweet potato culls,56,5,proximate,ash,4.89,% total weight,1,,33,oven dry + knife mill (2mm),,,,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1a)d2ad,33,sweet potato culls,56,5,proximate,ash,5.01,% total weight,3,,33,oven dry + knife mill (2mm),,,,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1a)e81a,33,sweet potato culls,56,5,proximate,total solids,90.38,% total weight,1,,33,oven dry + knife mill (2mm),18.0,,fail,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1a)ed82,33,sweet potato culls,56,5,proximate,total solids,90.15,% total weight,3,,33,oven dry + knife mill (2mm),18.0,,fail,tackle,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)05cf,23,grape pomace,64,5,proximate,volatile solids,6.2,% total weight,2,,33,oven dry + knife mill (2mm),18.0,,fail,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)0dca,23,grape pomace,64,5,proximate,volatile solids,6.64,% total weight,3,,33,oven dry + knife mill (2mm),18.0,,fail,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)2201,23,grape pomace,64,5,proximate,volatile solids,5.92,% total weight,1,,33,oven dry + knife mill (2mm),18.0,,fail,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)3899,23,grape pomace,64,5,proximate,total solids,87.08,% total weight,2,,33,oven dry + knife mill (2mm),18.0,,fail,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)4a9f,23,grape pomace,64,5,proximate,moisture,2.19,% total weight,1,,33,oven dry + knife mill (2mm),,,,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)6053,23,grape pomace,64,5,proximate,ash,7.2,% total weight,3,,33,oven dry + knife mill (2mm),,,,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)6d6b,23,grape pomace,64,5,proximate,ash,6.28,% total weight,1,,33,oven dry + knife mill (2mm),,,,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)8f07,23,grape pomace,64,5,proximate,ash,6.72,% total weight,2,,33,oven dry + knife mill (2mm),,,,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)bd1e,23,grape pomace,64,5,proximate,total solids,86.15,% total weight,3,,33,oven dry + knife mill (2mm),18.0,,fail,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(1b)c76a,23,grape pomace,64,5,proximate,total solids,87.8,% total weight,1,,33,oven dry + knife mill (2mm),18.0,,fail,ebony,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(20)4df9,13,walnut hulls,35,23,proximate,ash,25.98,% total weight,2,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)5930,13,walnut hulls,35,23,proximate,moisture,6.66,% total weight,1,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)60db,13,walnut hulls,35,23,proximate,volatile solids,68.54,% total weight,1,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)7a71,13,walnut hulls,35,23,proximate,volatile solids,67.32,% total weight,2,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)7b34,13,walnut hulls,35,23,proximate,moisture,6.62,% total weight,3,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)7bfe,13,walnut hulls,35,23,proximate,total solids,93.38,% total weight,3,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)7d8e,13,walnut hulls,35,23,proximate,volatile solids,67.47,% total weight,3,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)a041,13,walnut hulls,35,23,proximate,moisture,6.7,% total weight,2,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)bd5a,13,walnut hulls,35,23,proximate,ash,24.8,% total weight,1,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)db96,13,walnut hulls,35,23,proximate,ash,25.92,% total weight,3,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)e321,13,walnut hulls,35,23,proximate,total solids,93.34,% total weight,1,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(20)e873,13,walnut hulls,35,23,proximate,total solids,93.3,% total weight,2,,36,oven dry,14.0,,xkang2@lbl.gov,energetic,fail,sample is oven dried before checking moisture content,2026-07-17 19:03:59.432240,
(23)3d5d,36,peach screening waste,89,10,proximate,volatile solids,2.22,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)502a,36,peach screening waste,89,10,proximate,volatile solids,2.46,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)564c,36,peach screening waste,89,10,proximate,moisture,97.56,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)5b30,36,peach screening waste,89,10,proximate,ash,0.26,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)6951,36,peach screening waste,89,10,proximate,moisture,97.06,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)77d7,36,peach screening waste,89,10,proximate,total solids,2.94,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)8788,36,peach screening waste,89,10,proximate,moisture,97.32,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)8d59,36,peach screening waste,89,10,proximate,total solids,2.44,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)a636,36,peach screening waste,89,10,proximate,total solids,2.68,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)ac37,36,peach screening waste,89,10,proximate,ash,0.22,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)d546,36,peach screening waste,89,10,proximate,ash,0.22,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(23)f85f,36,peach screening waste,89,10,proximate,volatile solids,2.68,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,rushes,pass,,2026-07-17 19:03:59.432240,
(24)00b5,31,almond shells,49,5,proximate,ash,6.52,% total weight,2,,38,knife mill (2mm),,,,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(24)01da,31,almond shells,49,5,proximate,ash,6.85,% total weight,3,,38,knife mill (2mm),,,,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(24)033b,31,almond shells,49,20,proximate,moisture,8.61,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)1385,31,almond shells,49,5,proximate,total solids,87.46,% total weight,2,,38,knife mill (2mm),17.0,,pass,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(24)15c4,31,almond shells,49,5,proximate,volatile solids,6.02,% total weight,2,,38,knife mill (2mm),17.0,,pass,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(24)16b6,31,almond shells,49,5,proximate,volatile solids,5.54,% total weight,1,,38,knife mill (2mm),17.0,,pass,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(24)1fd9,31,almond shells,49,20,proximate,moisture,8.77,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)31a4,31,almond shells,49,20,proximate,total solids,91.39,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)3c8f,31,almond shells,49,5,proximate,ash,5.99,% total weight,1,,38,knife mill (2mm),,,,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(24)4222,31,almond shells,49,5,proximate,total solids,88.47,% total weight,1,,38,knife mill (2mm),17.0,,pass,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(24)48e4,31,almond shells,49,20,proximate,volatile solids,83.85,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)5785,31,almond shells,49,20,proximate,total solids,91.23,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)57ea,31,almond shells,49,20,proximate,volatile solids,84.42,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)7616,31,almond shells,49,5,proximate,volatile solids,6.34,% total weight,3,,38,knife mill (2mm),17.0,,pass,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(24)7cb6,31,almond shells,49,20,proximate,volatile solids,84.56,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)7d51,31,almond shells,49,20,proximate,ash,6.81,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)8d62,31,almond shells,49,20,proximate,total solids,91.17,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)96ff,31,almond shells,49,5,proximate,total solids,86.81,% total weight,3,,38,knife mill (2mm),17.0,,pass,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(24)bbda,31,almond shells,49,20,proximate,ash,6.83,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)c0c3,31,almond shells,49,20,proximate,moisture,8.83,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)ea69,31,almond shells,49,20,proximate,ash,7.32,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,tiny,pass,,2026-07-17 19:03:59.432240,
(24)f511,31,almond shells,49,5,proximate,moisture,2.32,% total weight,1,,38,knife mill (2mm),,,,tiny,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(26)1b74,37,tomato pomace,59,5,proximate,volatile solids,-2.41,% total weight,3,,33,oven dry + knife mill (2mm),18.0,,fail,oakleaf,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(26)5a2b,37,tomato pomace,59,5,proximate,ash,2.64,% total weight,1,,33,oven dry + knife mill (2mm),,,,oakleaf,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(26)5c31,37,tomato pomace,59,5,proximate,volatile solids,2.59,% total weight,1,,33,oven dry + knife mill (2mm),18.0,,fail,oakleaf,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(26)6286,37,tomato pomace,59,5,proximate,total solids,94.77,% total weight,1,,33,oven dry + knife mill (2mm),18.0,,fail,oakleaf,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(26)75ab,37,tomato pomace,59,5,proximate,moisture,2.01,% total weight,1,,33,oven dry + knife mill (2mm),,,,oakleaf,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(26)9ebb,37,tomato pomace,59,5,proximate,volatile solids,2.79,% total weight,2,,33,oven dry + knife mill (2mm),18.0,,fail,oakleaf,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(26)b528,37,tomato pomace,59,5,proximate,total solids,94.44,% total weight,2,,33,oven dry + knife mill (2mm),18.0,,fail,oakleaf,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(26)b8f7,37,tomato pomace,59,5,proximate,total solids,99.73,% total weight,3,,33,oven dry + knife mill (2mm),18.0,,fail,oakleaf,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(26)edec,37,tomato pomace,59,5,proximate,ash,2.77,% total weight,2,,33,oven dry + knife mill (2mm),,,,oakleaf,fail,uc combined protocol,2026-07-17 19:03:59.432240,
(26)f3b6,37,tomato pomace,59,5,proximate,ash,2.67,% total weight,3,,33,oven dry + knife mill (2mm),18.0,,fail,oakleaf,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(27)13cb,25,almond hulls,144,6,proximate,ash,13.37,% total weight,1,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)23cd,25,almond hulls,144,6,proximate,ash,8.42,% total weight,3,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)35cd,25,almond hulls,144,6,proximate,volatile solids,76.48,% total weight,3,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)7991,25,almond hulls,144,6,proximate,volatile solids,77.31,% total weight,2,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)7a5d,25,almond hulls,144,6,proximate,moisture,15.1,% total weight,3,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)83ce,25,almond hulls,144,6,proximate,total solids,84.77,% total weight,2,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)8c1d,25,almond hulls,144,6,proximate,volatile solids,71.44,% total weight,1,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)9c73,25,almond hulls,144,6,proximate,moisture,15.23,% total weight,2,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)baf0,25,almond hulls,144,6,proximate,total solids,84.9,% total weight,3,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)bf60,25,almond hulls,144,6,proximate,moisture,15.19,% total weight,1,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)de83,25,almond hulls,144,6,proximate,total solids,84.81,% total weight,1,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(27)fa51,25,almond hulls,144,6,proximate,ash,7.46,% total weight,2,,38,knife mill (2mm),,,,tiny,pass,,2026-07-17 19:03:59.432240,
(28)0e4d,24,corn stover cobs,68,4,proximate,volatile solids,85.25,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)17f4,24,corn stover cobs,68,4,proximate,volatile solids,84.19,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)1cdc,24,corn stover cobs,68,4,proximate,moisture,4.89,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)2b5c,24,corn stover cobs,68,4,proximate,ash,9.4,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)37a3,24,corn stover cobs,68,4,proximate,moisture,4.95,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)45b4,24,corn stover cobs,68,4,proximate,moisture,4.92,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)5a04,24,corn stover cobs,68,4,proximate,volatile solids,85.65,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)5dec,24,corn stover cobs,68,4,proximate,total solids,95.05,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)6ebd,24,corn stover cobs,68,4,proximate,ash,9.83,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)7463,24,corn stover cobs,68,4,proximate,total solids,95.11,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)9043,24,corn stover cobs,68,4,proximate,total solids,95.08,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(28)ec2a,24,corn stover cobs,68,4,proximate,ash,10.92,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,caterpillar,pass,,2026-07-17 19:03:59.432240,
(29)1497,19,walnut shells,44,23,proximate,total solids,91.21,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)1b5a,19,walnut shells,44,23,proximate,ash,1.25,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)262a,19,walnut shells,44,23,proximate,total solids,91.19,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)2773,19,walnut shells,44,23,proximate,volatile solids,89.93,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)6761,19,walnut shells,44,23,proximate,moisture,8.81,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)877a,19,walnut shells,44,23,proximate,total solids,91.2,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)a631,19,walnut shells,44,23,proximate,moisture,8.8,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)bb18,19,walnut shells,44,23,proximate,moisture,8.79,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)eff5,19,walnut shells,44,23,proximate,volatile solids,90.0,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)f43d,19,walnut shells,44,23,proximate,ash,1.21,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)f78f,19,walnut shells,44,23,proximate,ash,1.26,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(29)ff20,19,walnut shells,44,23,proximate,volatile solids,89.95,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,energetic,pass,,2026-07-17 19:03:59.432240,
(31)0a4b,34,grape stem,20,17,proximate,ash,3.18,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)2091,34,grape stem,20,17,proximate,moisture,70.37,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)2dab,34,grape stem,20,17,proximate,moisture,69.62,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)2f4b,25,almond hulls,48,5,proximate,volatile solids,4.76,% total weight,2,,38,knife mill (2mm),17.0,,pass,vibrant,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(31)3091,34,grape stem,20,17,proximate,volatile solids,28.65,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)3601,34,grape stem,20,17,proximate,ash,2.68,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)3f5b,25,almond hulls,48,5,proximate,total solids,91.28,% total weight,1,,38,knife mill (2mm),17.0,,pass,vibrant,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(31)4c41,25,almond hulls,48,5,proximate,total solids,90.47,% total weight,3,,38,knife mill (2mm),17.0,,pass,vibrant,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(31)52a8,25,almond hulls,48,20,proximate,ash,5.6,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)587e,25,almond hulls,48,20,proximate,volatile solids,80.25,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)58c7,25,almond hulls,48,20,proximate,ash,6.23,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)728e,25,almond hulls,48,20,proximate,total solids,86.47,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)7611,25,almond hulls,48,5,proximate,ash,4.85,% total weight,2,,38,knife mill (2mm),,,,vibrant,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(31)797b,25,almond hulls,48,20,proximate,volatile solids,80.91,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)7d82,25,almond hulls,48,5,proximate,volatile solids,4.33,% total weight,1,,38,knife mill (2mm),17.0,,pass,vibrant,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(31)7f43,25,almond hulls,48,20,proximate,moisture,13.74,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)883a,34,grape stem,20,17,proximate,total solids,31.84,% total weight,1,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)88e9,25,almond hulls,48,5,proximate,ash,4.39,% total weight,1,,38,knife mill (2mm),,,,vibrant,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(31)8db9,34,grape stem,20,17,proximate,total solids,30.38,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)9831,34,grape stem,20,17,proximate,volatile solids,26.71,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)992b,34,grape stem,20,17,proximate,volatile solids,27.71,% total weight,3,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)abf9,25,almond hulls,48,20,proximate,total solids,86.35,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)ae33,34,grape stem,20,17,proximate,total solids,29.63,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)b30c,25,almond hulls,48,5,proximate,total solids,90.39,% total weight,2,,38,knife mill (2mm),17.0,,pass,vibrant,pass,uc combined protocol,2026-07-17 19:03:59.432240,
(31)bb96,34,grape stem,20,17,proximate,ash,2.92,% total weight,2,,39,as is,14.0,,xkang2@lbl.gov,maplewood,pass,,2026-07-17 19:03:59.432240,
(31)c865,25,almond hulls,48,20,proximate,volatile solids,80.66,% total weight,3,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)d4cc,25,almond hulls,48,20,proximate,moisture,13.65,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)d666,25,almond hulls,48,20,proximate,moisture,13.53,% total weight,1,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)d70c,25,almond hulls,48,20,proximate,ash,5.43,% total weight,2,,38,knife mill (2mm),14.0,,xkang2@lbl.gov,vibrant,pass,,2026-07-17 19:03:59.432240,
(31)db23,25,almond hulls,48,5,proximate,ash,4.81,% total weight,3,,38,knife mill (2mm),,,,vibrant,pass,uc combined protocol,2026-07-17 19:03:59.432240,
